,headline,rank,comment,participant,sequence,global_index,index,con,newsOrder,word_count
1,"As COVID fears ebb, Japan readies for tourists from abroad",1,"attractive, shows that business owners are excited about new customers ",15,0,807,original,0,7,10
2,Japan Braces for Return of Foreign Tourists with English-Speaking Rickshaw Drivers,6,"this makes it sound like Japan does not want tourists, goes against the point of the article ",15,0,827,gpt3,1,7,11
3," COVID  Restrictions Ease in Japan, Allowing Limited Numbers of Tourists",4,"the article focuses on tourists, but this headline focuses on COVID restrictions ",15,0,494,m7KQ8g7gWlSVWMijbFfWYvT4PCt1,4,7,10
4,Rickshaw men in Tokyo add English-speaking staff in preparation for return of foreign tourists,5,the article talks about many more businesses that just rickshaws,15,0,661,u5XZg2dMCLUHIVhZ0i9TZIesPx43,3,7,14
5,Japan gradually relaxes coronavirus restrictions for foreign tourists,2,gives a good overview of what the article discussed,15,0,709,uIQjNU1bgVfp0K8B7po65McKCZF2,5,7,8
6,Iran and U.S. Talks in Deadlock,4,"not clear enough, does not mention muclear negotiations ",15,1,517,oiSOL7I2jnXllXIzwSuF7VwmaVu1,2,2,6
7,U.S.-Iran nuclear negotiations in Qatar end without breakthrough,1,"clear, attractive and gives all necessary info to readers ",15,1,802,original,0,2,8
8,US and Iran at impasse in nuclear deal negotiations,3,gets the point across but could be more attractive,15,1,341,XejxEr2oK8Xk9CTJhxXZwKyEzL73,5,2,9
9,Indirect Talks Between Iran and the US End Without a Breakthrough,5,not attractive or clear,15,1,171,DfOjhf1GRSZRb9Me3GpdSoJ5Rmp1,3,2,11
10,US and Iran at Stalemate in Nuclear Deal Talks,2,"clear, attractive but lacks some detail",15,1,240,NyunC9C1PYUuRhhMEXBz1YCdMQ02,4,2,9
11,Indirect Talks Between Iran and U.S. End Without Breakthrough,6,not attractive or clear,15,1,822,gpt3,1,2,9
12,Stunningly preserved mammoth calf found in Yukon permafrost,4,lacks detail,15,2,94,7vtosds1eTQWx6qaDn5FwExnVR63,4,17,8
13,Yukon's mummified baby mammoth is North America's best specimen,6,doesn't really relate to point of the article,15,2,159,CHPvD2GusIUzZFAkiOpoRaDU1rE3,5,17,9
14,Intact wooly mammoth baby uncovered in northwestern Canada,2,"clear, informative ",15,2,817,original,0,17,8
15,"30,000-year-old baby woolly mammoth found in Canada",3,lacks detail,15,2,837,gpt3,1,17,7
16,"30,000-year-old Woolly Mammoth Uncovered in Canada, First Since 1948",1,"clear, eye catching, informative ",15,2,639,s4wcn5qAGNXbBA81IwDOZEdbNJU2,2,17,9
17," ,-Year-Old Woolly Mammoth calf Mummy Found in Canada",5,hard to read,15,2,26,7JxCyzwb75XSvEX7Bd8owuOlaPN2,3,17,8
18,commanders may allow unvaccinated troops to stay for now,5,"not the point of the article, unclear ",15,3,772,y4Jkz9bu0IfHkFpBhXhTmcYiV0h1,3,5,9
19,Army National Guard troops face penalties for not meeting vaccination deadline,1,"clear, attractive ",15,3,702,uIQjNU1bgVfp0K8B7po65McKCZF2,5,5,11
20,Army National Guard commanders given discretion over unvaccinated troops,6,"unclear, not the point of the article ",15,3,218,LThoEJBs8INX22KfDMJT09LBP8F2,4,5,9
21,Deadline passes and 1 in 10 Army National Guard soldiers still unvaccinated for Covid. Will they be expelled?,2,"a little long, but detailed, clear and informative ",15,3,805,original,0,5,18
22,Army National Guard Faces Recruiting Crisis Amid Covid Vaccine Deadline,3,informative and attractive,15,3,825,gpt3,1,5,10
23,All Army National guards must have the Covid-19 vaccine. Will everyone get the vaccine ? how will this affect the National guard?,4,attractive but not informative,15,3,266,PGukHs4VgoemVfQ8IXeBB4GNrxn2,2,5,22
24,Nearly 20 million lives saved by COVID-19 vaccines in first year,1,"clear, detailed ",15,4,828,gpt3,1,8,11
25,Researchers: COVID vaccines saved 20M lives worldwide,2,"clear, detailed ",15,4,327,Wx36eLMUh5MenqUT6Un7QYDhP5c2,2,8,7
26," Study: COVID vaccines saved millions of lives, but could have saved more",6,"not detailed, not attractive ",15,4,419,Z27Gbj2CLgfRR7JAncHW4raowdB2,5,8,12
27,"COVID vaccines saved 20M lives in 1st year, scientists say",3,"attractive, clear",15,4,808,original,0,8,10
28," , Additional Deaths Could Have Been Prevented If Vaccination Coverage Target Had Been Met",4,"not clear, but attractive ",15,4,427,cOwKyYY29hRbhE9JwZyRBaPNgna2,4,8,14
29,Study finds COVID vaccines prevented  million deaths globally in first year,5,hard to read,15,4,786,zcTj1C8lA5hhXbeimKr2rjgIfWu2,3,8,11
30,UN Conference Told Progress Made in Mapping Ocean Floor,5,"unattractive, not detailed ",15,5,153,CHPvD2GusIUzZFAkiOpoRaDU1rE3,5,16,9
31,Nearly a quarter of Earth's seafloor now mapped,1,"attractive, clear, detailed",15,5,816,original,0,16,8
32,"""23.4% of the Global Ocean Floor Has Been Mapped""",3,detailed,15,5,836,gpt3,1,16,9
33," Quarter of global ocean floor mapped, rising slowly but surely ",2,"detailed, optimistic, clear",15,5,39,7JxCyzwb75XSvEX7Bd8owuOlaPN2,3,16,10
34,Seafloor Map Update Given at Second UN Ocean Conference,4,lacks detail,15,5,75,7qDm7De2l7ep8kn8fz4BUF52GF32,2,16,9
35,UN Ocean Conference highlights importance of mapping the ocean floor,6,"lacks detail, not what article focused on ",15,5,423,cOwKyYY29hRbhE9JwZyRBaPNgna2,4,16,10
36,Fertilizer shortage leaves farmers struggling to keep crops alive,1,"clear, detailed",15,6,739,wBQfNRgqvPXLhj8GHPSa7Utdcw03,4,4,9
37,Tanzania farmers struggling to keep crops alive amid global fertiliser shortage,4,"clear, but leaves out the fact that it is a global shortage ",15,6,824,gpt3,1,4,11
38,Tanzania farmers struggle to keep crops alive amid global fertiliser shortage,5,clear but leaves out the fact that it is a global shortage,15,6,700,uIQjNU1bgVfp0K8B7po65McKCZF2,5,4,11
39,Fertiliser shortage hits African farmers battling food crisis,2,"clear, easy to read but leaves out details ",15,6,804,original,0,4,8
40," The key ingredient to growing crops in a shortage, could cost farmer their homes and consumers could see a shortage to.   ",6,"too long, not clear",15,6,265,PGukHs4VgoemVfQ8IXeBB4GNrxn2,2,4,21
41," Price of Fertilizer Triples Globally, Impacting Farmers in Tanzania",3,"easy to read, attractive, leaves out the fact that its a global shortage ",15,6,20,7JxCyzwb75XSvEX7Bd8owuOlaPN2,3,4,9
42,Revelation at Senate Hearing: Seven-State Drought crisis caused by Climate Change,4,gives some detail but not enough,15,7,834,gpt3,1,14,11
43,Moment of reckoning:' Federal official warns of Colorado River water supply cuts,3,"clear, attractive ",15,7,814,original,0,14,12
44,Federal officials warn of impending water crisis across Western states,2,"clear, attractive, lacks detail ",15,7,132,CFhnIRlNuSSnz5UpZM17jMA3pUg1,5,14,10
45,Federal Official: Seven States Will Need to Significantly Reduce Colorado River Water Use Next Year,1,"clear, detailed ",15,7,728,wBQfNRgqvPXLhj8GHPSa7Utdcw03,4,14,15
46,Climate Change Affecting Water Supply due to Diminishing Colorado River,5,unclear,15,7,519,oiSOL7I2jnXllXIzwSuF7VwmaVu1,2,14,10
47,Drought Conditions Grip Western US,6,"lacks detail, attractive ",15,7,30,7JxCyzwb75XSvEX7Bd8owuOlaPN2,3,14,5
48,Evidence of 430-million-year-old wildfire uncovered in South Wales,1,"clear, detailed, simple ",15,8,719,uIQjNU1bgVfp0K8B7po65McKCZF2,5,15,8
49,New evidence suggests that wildfires were present on Earth 430 million years ago.,3,lacks detail but attractive,15,8,835,gpt3,1,15,13
50,Prototaxites: The -Million-Year-Old Pillars of Fungus That May Have Started Wildfires,2,"attractive, detialed ",15,8,302,RZI4FdNDcbgodjwzKAXc9so6YDW2,4,15,11
51,Evidence Found For 430 Million Year Old Wildfire,4,unattractive,15,8,534,oniGMuSHR1Uxz4qKvfoKSPke6Z32,2,15,8
52,Earliest evidence of wildfire found in Wales,5,"boring to read, lacks detail ",15,8,815,original,0,15,7
53,Ancient evidence of wildfire found in South Wales,6,"lacks detail, unattractive ",15,8,451,dOa9iEjV8abyeuFqAcEpiOn34hw1,3,15,8
54,Photo shows newly-discovered bacteria so large they are visible to the naked eye,4,article never mentioned a photo,15,9,818,original,0,18,13
55,-Bacteria found that is the size of a human eyelash,3,informative but lacks detail,15,9,605,rudzUe7r3LQRoyXDq2DnFEeLcnf1,4,18,10
56,Scientists Discover New Bacteria That's the Size of a Human Eyelash,2,informative but lacks detail,15,9,838,gpt3,1,18,11
57,This is the biggest discover yet ! A new species of bacteria found. how can this help us in the future?,6,the article never talked about how this will help us,15,9,279,PGukHs4VgoemVfQ8IXeBB4GNrxn2,2,18,21
58," New species of bacteria discovered, largest bacteria to date?",5,lacks detail,15,9,222,LoDaQFokdGWa9TWBH61EBRf6Q272,5,18,9
59,"A new species of bacteria, visible to the naked eye, has been discovered in Caribbean mangroves",1,"clear, detailed, informative, attractive ",15,9,162,DfOjhf1GRSZRb9Me3GpdSoJ5Rmp1,3,18,16
60,U.S. Forest Service admits climate change miscalculation in New Mexico fire,3,lacks important detail,15,10,813,original,0,13,11
61,U.S. Forest Service Botches Prescribed Burn Due to Climate Change,1,"clear, attractive, detailed ",15,10,17,4G2vztY28Fee0nAkx43fXlepBSg1,2,13,10
62," Drought, extreme weather, and unpredictable weather changes make it difficult to use prescribed fire as a tool to combat destructive fires",5,not the main point of the article,15,10,579,qiebo7O3TBach9qu1AqrWu2cAB23,3,13,21
63,Forest Service Vows To Improve Planning Amidst Criticism After Wildfire,6,inaccurate,15,10,690,uA2ctpMlrPWUQyFhAUak6O0xDEz1,5,13,10
64,US Forest Service report identifies several failings in planning of New Mexico prescribed burn,4,lacks detail,15,10,609,rudzUe7r3LQRoyXDq2DnFEeLcnf1,4,13,14
65,Report: U.S. Forest Service Underestimated Climate Change When Planning Controlled Burn,2,"clear, attractive, detailed ",15,10,833,gpt3,1,13,11
66,Kansas cattle veterinarian: Heat wave a 'true weather event',4,lacks detail,15,11,693,uA2ctpMlrPWUQyFhAUak6O0xDEz1,5,11,9
67,"It's not summer yet, but climate change is already showing its teeth in 2022",2,"not clear, but attractive ",15,11,811,original,0,11,14
68,Climate Change Disasters Pile Up as Temperatures Continue to Rise,1,"sums up the article, clear, attractive ",15,11,831,gpt3,1,11,10
69,Senators sound alarm on Colorado River crisis as water levels continue to decline,5,not detailed,15,11,548,pYsoPM0aang4pLBPqHbUlrc285Y2,3,11,13
70,Study warns of Earth's 'unprecedented' climate shift,6,this article wasn't about a study,15,11,376,YhliNBQ7AXhv9ccM5JCdenUVv0u1,4,11,7
71,Humidity: A Deadly Effect of Climate Change,3,"clear, attractive ",15,11,509,oiSOL7I2jnXllXIzwSuF7VwmaVu1,2,11,7
72,UK Parliament allows Johnson's Brexit deal override bill to proceed,3,clear,15,12,339,Wx36eLMUh5MenqUT6Un7QYDhP5c2,2,1,10
73,Boris Johnson's Brexit Bill Clears Hurdle in House of Commons,4,clear but lacks detail,15,12,610,rudzUe7r3LQRoyXDq2DnFEeLcnf1,4,1,10
74," UK moves forward with plans to override Brexit deal, provoking renewed legal action from EU ",2,attractive,15,12,749,wyugVT2NFeZtWKOKQ2UpJ5eUF5q2,5,1,15
75,UK Plan to Override Brexit Deal Passes Hurdle With Tory Dissent,1,easy to read,15,12,801,original,0,1,11
76,Boris Johnson's Brexit bill survives challenge from own party,5,lacks detail,15,12,674,u5XZg2dMCLUHIVhZ0i9TZIesPx43,3,1,9
77,"Boris Johnson Proposes Bill to Override Brexit Deal, Causing divisions Within Tory Party",6,lacks detail,15,12,821,gpt3,1,1,13
78,UN urges Libya's rivals to agree on elections this week,6,"not detailed, unattractive ",15,13,803,original,0,3,10
79,Libya's Rival Factions Urged to Reach Agreement on Elections,5,"not clear, but gives some detail ",15,13,823,gpt3,1,3,9
80,UN Urges Libya's Rival Factions to Agree on Elections Transition Measures,3,informative but not very clear,15,13,540,pYsoPM0aang4pLBPqHbUlrc285Y2,3,3,11
81,Libya's Differences Over Voting Methods Leading to Continued Chaos,2,iformative and attractive,15,13,506,oiSOL7I2jnXllXIzwSuF7VwmaVu1,2,3,9
82,Libya's Rival Factions Agree To Meet About Terms for Upcoming Election,4,inaccurate,15,13,706,uIQjNU1bgVfp0K8B7po65McKCZF2,5,3,11
83,UN Urges Libyan Factions to Agree on Elections Measures,1,"clear, detailed",15,13,487,m7KQ8g7gWlSVWMijbFfWYvT4PCt1,4,3,9
84,Scientists say lawn maintenance is harming the environment,4,not very attractive but informative,15,14,328,Wx36eLMUh5MenqUT6Un7QYDhP5c2,2,12,8
85,The Hidden Environmental Costs of Caring for a Lawn,5,"not super clear, but attrative ",15,14,99,7vtosds1eTQWx6qaDn5FwExnVR63,4,12,9
86," Lawns contribute to water pollution and climate change, experts say",6,not very attractive,15,14,230,LoDaQFokdGWa9TWBH61EBRf6Q272,5,12,10
87,Are Your Lawn Habits Contributing to Climate Change?,3,"intriguing, questions the reader and catches them off guard ",15,14,575,qiebo7O3TBach9qu1AqrWu2cAB23,3,12,8
88,Why American Lawns Are Bad for the Environment,1,"intriguing, clear",15,14,832,gpt3,1,12,8
89,"Leaf blowers, lawn mowers and fertilizer: How lawns contribute to climate change",2,"clear, attractive ",15,14,812,original,0,12,12
90,Ancient fossils in the 'Cradle of Humankind' are more than 1 million years older than previously thought,1,"attractive, clear, detailed ",15,15,819,original,0,19,17
91,New burial dating technique sheds light on human evolution,6,leaves out what made the article intriguing,15,15,364,YhliNBQ7AXhv9ccM5JCdenUVv0u1,4,19,9
92,researchers use burial dating to accurately date early human fossils,4,"boring to read, leaves out important detail ",15,15,839,gpt3,1,19,10
93,Researchers Find that Early Humans Lived Earlier than Previously Thought,3,"accurate, clear, but boring to read ",15,15,652,sMExRMBJO2MNl0xTfoKBQwuWYIG3,3,19,10
94,Burial dating method reveals new information about early human ancestors,5,"not attractive, leaves out info ",15,15,235,LoDaQFokdGWa9TWBH61EBRf6Q272,5,19,10
95,Scientists: Burial dating shows early human fossils older than previously believed,2,"informative, attractive ",15,15,329,Wx36eLMUh5MenqUT6Un7QYDhP5c2,2,19,11
96,Should you get a COVID-19 booster shot now or wait until fall? Two immunologists help weigh the options,5,not the main point of the article,15,16,809,original,0,9,18
97,New COVID-19 vaccines on the way: Which one should you choose?,1,"attractive, eye catching",15,16,829,gpt3,1,9,11
98,Get a Booster Shot for Long-Lasting COVID  Immunity,6,"boring to read, not what the article talked about ",15,16,725,wBQfNRgqvPXLhj8GHPSa7Utdcw03,4,9,8
99,More Options for COVID Booster Shots On The Way,2,"tells you what the article talks about, eye catching ",15,16,198,IUccO19kQBYLnovtvPkCbJuUIZ22,5,9,9
100,New bivalent vaccines announced by Moderna and Pfizer-BioNTech,3,attractive but leaves out article details,15,16,170,DfOjhf1GRSZRb9Me3GpdSoJ5Rmp1,3,9,8
101,"Public is concerned on the ""mix and match"" covid-19 booster shots. Are they really necessary? ",4,attractive but not detailed,15,16,268,PGukHs4VgoemVfQ8IXeBB4GNrxn2,2,9,15
102,Qatari Emir Arrives in Cairo for Talks With President El-Sissi,3,"clear, informative ",15,17,163,DfOjhf1GRSZRb9Me3GpdSoJ5Rmp1,3,0,10
